ref_conv,gen_conv
{'scores': [0.02113848738372326]},{'scores': [0.003054993459954858]}
{'scores': [0.0064186048693954945]},{'scores': [0.0182122141122818]}
{'scores': [0.0003084545023739338]},{'scores': [1.063400304701645e-06]}
{'scores': [0.0016912788851186633]},{'scores': [0.0007237221579998732]}
{'scores': [2.0014898836961947e-05]},{'scores': [3.8032459997339174e-05]}
{'scores': [0.00039103993913158774]},{'scores': [0.0002453070192132145]}
{'scores': [0.09421909600496292]},{'scores': [0.011118211783468723]}
{'scores': [0.0008462644182145596]},{'scores': [0.014211338944733143]}
{'scores': [0.00014595146058127284]},{'scores': [0.0003736685903277248]}
{'scores': [0.008609343320131302]},{'scores': [0.004720943048596382]}
{'scores': [0.04183769226074219]},{'scores': [0.00921139307320118]}
{'scores': [0.05310208722949028]},{'scores': [0.029165253043174744]}
{'scores': [0.043248534202575684]},{'scores': [0.05082190781831741]}
{'scores': [0.00027001561829820275]},{'scores': [0.005953518208116293]}
{'scores': [0.0001943609822774306]},{'scores': [8.632841490907595e-05]}
{'scores': [0.0011822714004665613]},{'scores': [0.00033243847428821027]}
{'scores': [5.376718763727695e-05]},{'scores': [0.00020917945948895067]}
{'scores': [0.14656983315944672]},{'scores': [0.08806376904249191]}
{'scores': [0.0031494684517383575]},{'scores': [0.0047167218290269375]}
{'scores': [0.003412551712244749]},{'scores': [0.004146409686654806]}
{'scores': [0.02246074378490448]},{'scores': [0.0055985646322369576]}
{'scores': [0.0024732688907533884]},{'scores': [0.00027248539845459163]}
{'scores': [0.00021732923050876707]},{'scores': [0.011095886118710041]}
{'scores': [1.1766753232222982e-05]},{'scores': [4.508387519308599e-06]}
{'scores': [0.0013015813892707229]},{'scores': [0.0077931880950927734]}
{'scores': [0.006360766477882862]},{'scores': [0.0024264627136290073]}
{'scores': [0.026770753785967827]},{'scores': [0.018213173374533653]}
{'scores': [7.243729487527162e-05]},{'scores': [1.895484274427872e-05]}
{'scores': [0.06788897514343262]},{'scores': [0.06610648334026337]}
{'scores': [0.000998536474071443]},{'scores': [0.0062241023406386375]}
{'scores': [0.35572549700737]},{'scores': [0.00020592432701960206]}
{'scores': [0.0003389038029126823]},{'scores': [0.00033846229780465364]}
{'scores': [0.0037402394227683544]},{'scores': [0.004893887788057327]}
{'scores': [0.0002593755489215255]},{'scores': [0.0016923219664022326]}
{'scores': [0.0006558601162396371]},{'scores': [5.826681081089191e-05]}
{'scores': [0.0011065348517149687]},{'scores': [0.008547586388885975]}
{'scores': [0.08039965480566025]},{'scores': [0.03223956376314163]}
{'scores': [2.741917342063971e-06]},{'scores': [8.356071339221671e-05]}
{'scores': [0.01192464865744114]},{'scores': [0.06979300826787949]}
{'scores': [0.08409176021814346]},{'scores': [0.11133448779582977]}
{'scores': [0.0005540478159673512]},{'scores': [0.00011783984518842772]}
{'scores': [0.0011481975670903921]},{'scores': [0.0013960194773972034]}
{'scores': [0.1034817099571228]},{'scores': [0.09282471239566803]}
{'scores': [2.1456056856550276e-05]},{'scores': [0.0016678179381415248]}
{'scores': [0.0003253889735788107]},{'scores': [0.0017342476639896631]}
{'scores': [0.14760459959506989]},{'scores': [0.2426418960094452]}
{'scores': [0.00511890696361661]},{'scores': [0.05658218637108803]}
{'scores': [0.0047362856566905975]},{'scores': [0.006987299770116806]}
{'scores': [2.5541510694893077e-05]},{'scores': [1.2027609045617282e-05]}
{'scores': [0.002160649513825774]},{'scores': [0.015128234401345253]}
{'scores': [0.0352289192378521]},{'scores': [0.04301675781607628]}
{'scores': [0.00010524996469030157]},{'scores': [7.514196568081388e-06]}
{'scores': [0.009099597111344337]},{'scores': [0.029052050784230232]}
{'scores': [0.00028115883469581604]},{'scores': [4.597850420395844e-06]}
{'scores': [0.002446757396683097]},{'scores': [0.0002263486967422068]}
{'scores': [0.022693486884236336]},{'scores': [0.009344137273728848]}
{'scores': [0.0016663109418004751]},{'scores': [0.0004402112099342048]}
{'scores': [0.0006424047751352191]},{'scores': [0.00041628393228165805]}
{'scores': [0.011108292266726494]},{'scores': [0.0044816103763878345]}
{'scores': [0.01148883905261755]},{'scores': [0.006222489755600691]}
{'scores': [0.004731163382530212]},{'scores': [0.001400887151248753]}
{'scores': [0.0017996286042034626]},{'scores': [0.0016245176084339619]}
{'scores': [2.702264856324632e-09]},{'scores': [1.1615249604801647e-05]}
{'scores': [0.20437997579574585]},{'scores': [0.0679783821105957]}
{'scores': [0.03160231560468674]},{'scores': [0.011146956123411655]}
{'scores': [0.014349233359098434]},{'scores': [0.02918364480137825]}
{'scores': [6.491540261777118e-05]},{'scores': [0.00010736819240264595]}
{'scores': [0.00026227705529890954]},{'scores': [7.737378950878337e-07]}
{'scores': [0.43167197704315186]},{'scores': [0.15144826471805573]}
{'scores': [0.0014010772574692965]},{'scores': [0.00020916908397339284]}
{'scores': [0.007236592937260866]},{'scores': [0.01017964631319046]}
{'scores': [0.027312321588397026]},{'scores': [0.04896949231624603]}
{'scores': [3.714672493515536e-05]},{'scores': [0.00024973039398901165]}
{'scores': [0.0061875395476818085]},{'scores': [0.015118262730538845]}
{'scores': [7.939709030324593e-05]},{'scores': [4.6442939492408186e-05]}
{'scores': [0.019961945712566376]},{'scores': [0.04718061909079552]}
{'scores': [5.7843185459205415e-06]},{'scores': [8.22818219603505e-06]}
{'scores': [0.0001299119758186862]},{'scores': [0.003235800424590707]}
{'scores': [2.7580579626373947e-05]},{'scores': [8.888034062692896e-05]}
{'scores': [3.2425759854959324e-05]},{'scores': [8.447373693343252e-05]}
{'scores': [0.0009352811030112207]},{'scores': [0.0026456068735569715]}
{'scores': [0.0006213652086444199]},{'scores': [0.010724903084337711]}
{'scores': [0.0011775902239605784]},{'scores': [3.660726724774577e-05]}
{'scores': [0.004234708845615387]},{'scores': [0.00452288705855608]}
{'scores': [0.003874227637425065]},{'scores': [0.011080220341682434]}
{'scores': [0.0005869335145689547]},{'scores': [0.00032164654112420976]}
{'scores': [0.0007094331085681915]},{'scores': [7.07858707755804e-05]}
{'scores': [0.033117324113845825]},{'scores': [0.006302990484982729]}
{'scores': [0.001524466904811561]},{'scores': [0.00026962102856487036]}
{'scores': [0.017732279375195503]},{'scores': [0.005975999869406223]}
{'scores': [0.02188180945813656]},{'scores': [0.013235807418823242]}
{'scores': [0.45625126361846924]},{'scores': [0.24610793590545654]}
{'scores': [0.05326037481427193]},{'scores': [0.17300543189048767]}
{'scores': [0.023575711995363235]},{'scores': [0.028150072321295738]}
{'scores': [5.12885999341961e-05]},{'scores': [0.0005956919630989432]}
{'scores': [0.0045388126745820045]},{'scores': [0.012369610369205475]}
{'scores': [0.0017641243757680058]},{'scores': [0.00013715281966142356]}
{'scores': [0.004282018635421991]},{'scores': [0.0010512372246012092]}
{'scores': [0.00042441763798706234]},{'scores': [1.067120592779247e-06]}
{'scores': [0.001850825734436512]},{'scores': [0.0002508919278625399]}
{'scores': [0.008203623816370964]},{'scores': [0.0010174792259931564]}
{'scores': [0.0010292978258803487]},{'scores': [0.0019371905364096165]}
{'scores': [0.04971165210008621]},{'scores': [0.027627669274806976]}
{'scores': [0.0015648179687559605]},{'scores': [0.11439371109008789]}
{'scores': [1.683856567069597e-06]},{'scores': [8.135238203976769e-06]}
{'scores': [0.0023911234457045794]},{'scores': [0.001314842258580029]}
{'scores': [0.0017386251129209995]},{'scores': [8.773647095949855e-06]}
{'scores': [0.541647732257843]},{'scores': [0.007699951995164156]}
{'scores': [0.0002443795383442193]},{'scores': [0.0001840600889408961]}
{'scores': [0.0001916045875987038]},{'scores': [0.027041086927056313]}
{'scores': [0.0001648472825763747]},{'scores': [0.03610005974769592]}
{'scores': [0.037037692964076996]},{'scores': [0.009312876500189304]}
{'scores': [4.208967823160492e-07]},{'scores': [2.430135737085948e-07]}
{'scores': [0.001283719902858138]},{'scores': [0.08998875319957733]}
{'scores': [0.02071976102888584]},{'scores': [0.013114974834024906]}
{'scores': [0.14229647815227509]},{'scores': [0.1574038416147232]}
{'scores': [1.3267336726130452e-05]},{'scores': [3.888521314365789e-05]}
{'scores': [0.0006685432745143771]},{'scores': [0.0002472130872774869]}
{'scores': [0.001381210284307599]},{'scores': [0.008775262162089348]}
{'scores': [0.15844622254371643]},{'scores': [0.14078611135482788]}
{'scores': [0.00039623683551326394]},{'scores': [5.356677866075188e-05]}
{'scores': [0.013995187357068062]},{'scores': [0.003937215078622103]}
{'scores': [3.5710534120880766e-06]},{'scores': [4.371038357930956e-06]}
{'scores': [0.002659441437572241]},{'scores': [0.00041611012420617044]}
{'scores': [0.0047765010967850685]},{'scores': [0.021255122497677803]}
{'scores': [0.00629777554422617]},{'scores': [0.04047791659832001]}
{'scores': [0.002589066280052066]},{'scores': [0.0012754774652421474]}
{'scores': [7.06357677699998e-05]},{'scores': [0.00023150227207224816]}
{'scores': [0.00038902522646822035]},{'scores': [0.00019710700144059956]}
{'scores': [0.00015182874631136656]},{'scores': [6.535648935823701e-06]}
{'scores': [2.4769018637016416e-05]},{'scores': [3.276202733104583e-06]}
{'scores': [0.020909300073981285]},{'scores': [0.014451819472014904]}
{'scores': [0.003733531106263399]},{'scores': [0.006847982760518789]}
{'scores': [0.015109540894627571]},{'scores': [0.003874371526762843]}
{'scores': [0.00044216724927537143]},{'scores': [4.1670600126053614e-07]}
{'scores': [0.0038456590846180916]},{'scores': [0.008621003478765488]}
{'scores': [1.0511043001315556e-05]},{'scores': [0.00012700790830422193]}
{'scores': [0.0026570872869342566]},{'scores': [0.008735992945730686]}
{'scores': [8.19014385342598e-05]},{'scores': [0.003573874942958355]}
{'scores': [1.7197000488522463e-05]},{'scores': [1.67469734151382e-05]}
{'scores': [3.493132538778809e-08]},{'scores': [3.6987326534898557e-09]}
{'scores': [0.046165987849235535]},{'scores': [0.0338578075170517]}
{'scores': [0.002695040311664343]},{'scores': [0.027280880138278008]}
{'scores': [0.002517497166991234]},{'scores': [0.01877971924841404]}
{'scores': [0.0020144858863204718]},{'scores': [0.0002651832764968276]}
{'scores': [0.0015703367535024881]},{'scores': [0.0013444493524730206]}
{'scores': [0.0002949762565549463]},{'scores': [0.00021598277089651674]}
{'scores': [0.02078012190759182]},{'scores': [0.03424691781401634]}
{'scores': [0.10315149277448654]},{'scores': [0.0645037591457367]}
{'scores': [0.006891054101288319]},{'scores': [0.010960569605231285]}
{'scores': [0.0003307881997898221]},{'scores': [0.0005213544354774058]}
{'scores': [0.0016944290837273002]},{'scores': [0.00013408742961473763]}
{'scores': [0.013873541727662086]},{'scores': [0.027212439104914665]}
{'scores': [0.010161659680306911]},{'scores': [0.0008915993967093527]}
{'scores': [0.15065492689609528]},{'scores': [0.049218833446502686]}
{'scores': [0.0006535238935612142]},{'scores': [7.046529208309948e-05]}
{'scores': [0.00011458277003839612]},{'scores': [2.2349486243911088e-05]}
{'scores': [0.00046617063344456255]},{'scores': [9.866460459306836e-06]}
{'scores': [0.0008613314130343497]},{'scores': [0.0017996302340179682]}
{'scores': [0.0031743240542709827]},{'scores': [0.0035915167536586523]}
{'scores': [0.00019292616343591362]},{'scores': [0.0029789702966809273]}
{'scores': [0.005713018123060465]},{'scores': [0.013725010678172112]}
{'scores': [0.011131609790027142]},{'scores': [0.016135014593601227]}
{'scores': [0.07322832196950912]},{'scores': [0.10711207240819931]}
{'scores': [0.12783949077129364]},{'scores': [0.2147974818944931]}
{'scores': [0.0008530290215276182]},{'scores': [0.0032509304583072662]}
{'scores': [0.0012151355622336268]},{'scores': [0.0013203637208789587]}
{'scores': [9.991450497182086e-05]},{'scores': [0.00022905746300239116]}
{'scores': [0.06363837420940399]},{'scores': [0.07245319336652756]}
{'scores': [6.921766907908022e-05]},{'scores': [0.0001953279715962708]}
{'scores': [0.1967877596616745]},{'scores': [0.10343486815690994]}
{'scores': [0.0008660693420097232]},{'scores': [0.004981449339538813]}
{'scores': [0.026978477835655212]},{'scores': [0.003964478150010109]}
{'scores': [0.004479491617530584]},{'scores': [0.03245186433196068]}
{'scores': [0.08275949954986572]},{'scores': [0.07232446223497391]}
{'scores': [0.03360515832901001]},{'scores': [0.09279196709394455]}
{'scores': [0.01469480898231268]},{'scores': [0.01587391085922718]}
{'scores': [0.0396580845117569]},{'scores': [0.1621469259262085]}
{'scores': [0.004507842939347029]},{'scores': [0.05790742114186287]}
{'scores': [0.01032454613596201]},{'scores': [0.006719875615090132]}
{'scores': [0.011474880389869213]},{'scores': [0.12409301102161407]}
{'scores': [8.08901461368805e-07]},{'scores': [6.344569101202069e-06]}
{'scores': [0.019397851079702377]},{'scores': [0.004190891515463591]}
{'scores': [1.1284316059345656e-07]},{'scores': [2.2963877199799754e-06]}
{'scores': [0.28862690925598145]},{'scores': [0.15953215956687927]}
{'scores': [4.925617758999579e-06]},{'scores': [2.7080639483756386e-05]}
{'scores': [0.004140738397836685]},{'scores': [0.005805305205285549]}
{'scores': [0.00024953068350441754]},{'scores': [6.377642876032041e-06]}
{'scores': [0.0008815724868327379]},{'scores': [0.00011316637392155826]}
{'scores': [0.14640136063098907]},{'scores': [0.0641242042183876]}
{'scores': [0.013466629199683666]},{'scores': [0.0015969929518178105]}
{'scores': [0.0002906470326706767]},{'scores': [2.9572092898888513e-05]}
{'scores': [0.011594765819609165]},{'scores': [0.008903099223971367]}
{'scores': [0.000637947756331414]},{'scores': [0.00030078663257882]}
{'scores': [5.787065674667247e-06]},{'scores': [7.883832040533889e-06]}
{'scores': [0.00017394789028912783]},{'scores': [0.00010461647616466507]}
{'scores': [1.2205357052152976e-05]},{'scores': [1.5365884564744192e-06]}
{'scores': [0.019510475918650627]},{'scores': [0.023269275203347206]}
{'scores': [0.06090327724814415]},{'scores': [0.02308429591357708]}
{'scores': [4.1504133463377e-08]},{'scores': [5.784731911262497e-07]}
{'scores': [0.01301870122551918]},{'scores': [0.00045223289635032415]}
{'scores': [0.0007119356887415051]},{'scores': [0.000362231774488464]}
{'scores': [0.003197994315996766]},{'scores': [0.0029148070607334375]}
{'scores': [1.665284980845172e-05]},{'scores': [8.70291287924374e-08]}
{'scores': [0.0001427170936949551]},{'scores': [0.0001393628481309861]}
{'scores': [0.000888702052179724]},{'scores': [0.00012992622214369476]}
{'scores': [0.002587256720289588]},{'scores': [1.5293666365323588e-05]}
{'scores': [0.005609629675745964]},{'scores': [0.002719021635130048]}
{'scores': [4.13584439229453e-06]},{'scores': [3.127257514279336e-05]}
{'scores': [0.011183639988303185]},{'scores': [0.03861737623810768]}
{'scores': [0.00012858572881668806]},{'scores': [3.160141932312399e-05]}
{'scores': [0.017598073929548264]},{'scores': [0.00070626859087497]}
{'scores': [0.27025488018989563]},{'scores': [0.1511843353509903]}
{'scores': [0.0005615585250779986]},{'scores': [8.00844929926825e-07]}
{'scores': [0.007208372000604868]},{'scores': [0.008911876939237118]}
{'scores': [5.329131909093121e-06]},{'scores': [6.046449925634079e-06]}
{'scores': [0.06449892371892929]},{'scores': [0.03693203255534172]}
{'scores': [0.02802027016878128]},{'scores': [0.027986548840999603]}
{'scores': [0.0005231280229054391]},{'scores': [3.8519898225786164e-05]}
{'scores': [0.000528542383108288]},{'scores': [0.00022343253658618778]}
{'scores': [0.05277593061327934]},{'scores': [0.2294754981994629]}
{'scores': [0.0061066835187375546]},{'scores': [0.006785158067941666]}
{'scores': [8.154299393936526e-06]},{'scores': [3.6044213629793376e-05]}
{'scores': [3.633525193436071e-05]},{'scores': [8.763586265558843e-06]}
{'scores': [0.002853797050192952]},{'scores': [0.0020843767561018467]}
{'scores': [6.479560397565365e-05]},{'scores': [7.077090685925214e-06]}
{'scores': [0.0004321261076256633]},{'scores': [0.0005551248323172331]}
{'scores': [0.00021973370166961104]},{'scores': [6.446288352890406e-06]}
{'scores': [0.002176531357690692]},{'scores': [0.0007069608545862138]}
{'scores': [0.1751439869403839]},{'scores': [0.027359290048480034]}
{'scores': [0.003663630224764347]},{'scores': [0.0017088588792830706]}
{'scores': [0.0019221185939386487]},{'scores': [9.536806464893743e-05]}
{'scores': [0.0007001381018199027]},{'scores': [0.00037839272408746183]}
{'scores': [0.005588183645159006]},{'scores': [0.07518123835325241]}
{'scores': [0.0009400173439644277]},{'scores': [0.0022454392164945602]}
{'scores': [7.20373573130928e-05]},{'scores': [9.384061559103429e-05]}
{'scores': [0.0020289537496864796]},{'scores': [0.0009630732820369303]}
{'scores': [0.0007612939225509763]},{'scores': [0.002281514462083578]}
{'scores': [4.0264203562401235e-05]},{'scores': [1.0392608601250686e-05]}
{'scores': [0.001622475916519761]},{'scores': [0.002539924345910549]}
{'scores': [0.0032731052488088608]},{'scores': [0.026190701872110367]}
{'scores': [0.007754677906632423]},{'scores': [0.0003970442630816251]}
{'scores': [0.019967086613178253]},{'scores': [0.024167779833078384]}
{'scores': [0.06484784185886383]},{'scores': [0.05460995435714722]}
{'scores': [0.010128555819392204]},{'scores': [0.01562662050127983]}
{'scores': [0.05938055366277695]},{'scores': [0.10691557824611664]}
{'scores': [0.0006349306204356253]},{'scores': [0.00011574527161428705]}
{'scores': [3.2267796767904144e-10]},{'scores': [4.851718471421407e-10]}
{'scores': [0.0031222146935760975]},{'scores': [0.0333143025636673]}
{'scores': [0.0007961057126522064]},{'scores': [0.0035262571182101965]}
{'scores': [1.4292548257799353e-05]},{'scores': [2.5897792511386797e-05]}
{'scores': [0.005067246034741402]},{'scores': [0.006783934775739908]}
{'scores': [0.020980630069971085]},{'scores': [0.011747932992875576]}
{'scores': [0.0006441849400289357]},{'scores': [0.00010523641685722396]}
{'scores': [0.0065769231878221035]},{'scores': [0.025870129466056824]}
{'scores': [0.03209725394845009]},{'scores': [0.006262800190597773]}
{'scores': [1.44450332300039e-05]},{'scores': [0.00048318933113478124]}
{'scores': [0.26146337389945984]},{'scores': [0.1885918527841568]}
{'scores': [9.735093954077456e-06]},{'scores': [4.808699941349914e-06]}
{'scores': [5.1944141887361184e-05]},{'scores': [7.396449655061588e-05]}
{'scores': [0.00012868409976363182]},{'scores': [6.852422302472405e-06]}
{'scores': [0.004138929769396782]},{'scores': [0.024832364171743393]}
{'scores': [0.3251592218875885]},{'scores': [0.4023972451686859]}
{'scores': [2.967354930660804e-06]},{'scores': [1.1498917956487276e-05]}
{'scores': [0.0037499943282455206]},{'scores': [0.0010349837830290198]}
{'scores': [0.0007767984643578529]},{'scores': [0.00016679092368576676]}
{'scores': [0.04452039301395416]},{'scores': [0.2317994087934494]}
{'scores': [0.017412183806300163]},{'scores': [0.02313919924199581]}
{'scores': [0.07462180405855179]},{'scores': [0.06365326792001724]}
{'scores': [0.0015990143874660134]},{'scores': [0.0018220398342236876]}
{'scores': [0.0007649378967471421]},{'scores': [0.0013436985900625587]}
{'scores': [0.004565097391605377]},{'scores': [0.0011824730318039656]}
{'scores': [2.3027869247016497e-05]},{'scores': [0.0004008765972685069]}
{'scores': [0.05701129510998726]},{'scores': [0.01966380514204502]}
{'scores': [2.6165353119722567e-05]},{'scores': [5.370287180994637e-05]}
{'scores': [0.21186980605125427]},{'scores': [0.09102299809455872]}
{'scores': [0.00015501976304221898]},{'scores': [0.0008583540329709649]}
{'scores': [3.4641955153347226e-06]},{'scores': [8.809326601522116e-09]}
{'scores': [0.000220736168557778]},{'scores': [4.2247982491971925e-05]}
{'scores': [0.0004129153967369348]},{'scores': [0.00018794878269545734]}
{'scores': [0.012472191825509071]},{'scores': [0.006705559324473143]}
{'scores': [0.07612603902816772]},{'scores': [0.02223323844373226]}
{'scores': [0.0018003132427111268]},{'scores': [0.01178629882633686]}
{'scores': [0.006002496927976608]},{'scores': [0.002582868793979287]}
{'scores': [0.03494534641504288]},{'scores': [0.07620377838611603]}
{'scores': [0.0029018123168498278]},{'scores': [0.0020679396111518145]}
{'scores': [0.00019945013627875596]},{'scores': [0.0005981304566375911]}
{'scores': [1.250744844583096e-06]},{'scores': [2.399658569629537e-06]}
{'scores': [1.345885038972483e-06]},{'scores': [1.5051115269670845e-06]}
{'scores': [0.023755058646202087]},{'scores': [0.026144148781895638]}
{'scores': [0.1154518723487854]},{'scores': [0.2831946909427643]}
{'scores': [0.0002303360088262707]},{'scores': [0.0015180007321760058]}
{'scores': [0.0012528210645541549]},{'scores': [0.0071569583378732204]}
{'scores': [0.001831465750001371]},{'scores': [0.0016340783331543207]}
{'scores': [9.29850557440659e-06]},{'scores': [0.00011303037899779156]}
{'scores': [0.001366517273709178]},{'scores': [0.0028619219083338976]}
{'scores': [0.0029481297824531794]},{'scores': [0.0043656849302351475]}
{'scores': [0.009226776659488678]},{'scores': [0.005201873369514942]}
{'scores': [0.0003856310504488647]},{'scores': [8.858783075993415e-06]}
{'scores': [0.0008729038527235389]},{'scores': [0.00032334894058294594]}
{'scores': [0.0005188017385080457]},{'scores': [0.00018765583808999509]}
{'scores': [0.029914509505033493]},{'scores': [0.00010652827040757984]}
{'scores': [0.02456505596637726]},{'scores': [0.01134166307747364]}
{'scores': [0.014710384421050549]},{'scores': [0.004780460149049759]}
{'scores': [0.11344399303197861]},{'scores': [0.24630631506443024]}
{'scores': [3.5883157778471286e-08]},{'scores': [5.374651834699762e-08]}
{'scores': [0.007077510468661785]},{'scores': [0.0032072740141302347]}
{'scores': [0.012930280528962612]},{'scores': [0.055625904351472855]}
{'scores': [0.0014672596007585526]},{'scores': [0.0050100302323699]}
{'scores': [0.0008250036044046283]},{'scores': [8.17281543277204e-05]}
{'scores': [0.026786407455801964]},{'scores': [0.013606127351522446]}
{'scores': [0.0001869172410806641]},{'scores': [2.54799861210131e-08]}
{'scores': [0.00016003928612917662]},{'scores': [7.466616079909727e-05]}
{'scores': [0.040250446647405624]},{'scores': [0.012677294202148914]}
{'scores': [0.00015838576655369252]},{'scores': [1.3667791790794581e-05]}
{'scores': [0.0005028042360208929]},{'scores': [0.0005442000110633671]}
{'scores': [0.013082040473818779]},{'scores': [0.0015094690024852753]}
{'scores': [0.00011819635255960748]},{'scores': [4.914601595373824e-05]}
{'scores': [5.877353032701649e-05]},{'scores': [1.005539706966374e-05]}
{'scores': [0.016184594482183456]},{'scores': [0.020773837342858315]}
{'scores': [0.0036315566394478083]},{'scores': [0.0015258771600201726]}
{'scores': [1.6027994206524454e-05]},{'scores': [8.736389531804889e-07]}
{'scores': [0.015414200723171234]},{'scores': [0.0332997664809227]}
{'scores': [0.017501167953014374]},{'scores': [0.026485800743103027]}
{'scores': [0.03365887328982353]},{'scores': [0.010729167610406876]}
{'scores': [6.042034328856971e-06]},{'scores': [6.622746013817959e-07]}
{'scores': [0.011724907904863358]},{'scores': [0.028067907318472862]}
{'scores': [0.0049184816889464855]},{'scores': [0.0057475450448691845]}
{'scores': [0.008480333723127842]},{'scores': [0.000972700072452426]}
{'scores': [0.004909084644168615]},{'scores': [0.014187830500304699]}
{'scores': [2.530256642785389e-05]},{'scores': [0.00040282148984260857]}
{'scores': [0.00034113822039216757]},{'scores': [9.020241850521415e-05]}
{'scores': [0.003358833258971572]},{'scores': [0.003330024890601635]}
{'scores': [0.0006320977117866278]},{'scores': [0.00022734011872671545]}
{'scores': [0.0003359639085829258]},{'scores': [0.0009056968265213072]}
{'scores': [0.005183441564440727]},{'scores': [0.002070091897621751]}
{'scores': [0.014629700221121311]},{'scores': [0.10810745507478714]}
{'scores': [0.01054062694311142]},{'scores': [0.021838711574673653]}
{'scores': [0.011701807379722595]},{'scores': [0.003274820279330015]}
{'scores': [0.006252140272408724]},{'scores': [0.051908742636442184]}
{'scores': [0.03855535387992859]},{'scores': [0.03517211973667145]}
{'scores': [0.005137490574270487]},{'scores': [0.033679306507110596]}
{'scores': [1.256709401786793e-05]},{'scores': [9.627357212593779e-05]}
{'scores': [6.897006824146956e-05]},{'scores': [0.00011250228999415413]}
{'scores': [0.00020891395979560912]},{'scores': [0.00012913155660498887]}
{'scores': [0.00913278479129076]},{'scores': [0.012629159726202488]}
{'scores': [0.00021635541634168476]},{'scores': [0.0005083414143882692]}
{'scores': [1.5462566693713597e-07]},{'scores': [5.213197482589749e-07]}
{'scores': [0.06039739400148392]},{'scores': [0.03374851867556572]}
{'scores': [5.2904276515164383e-08]},{'scores': [1.536676452751351e-09]}
{'scores': [0.05187766253948212]},{'scores': [0.07799314707517624]}
{'scores': [0.007313951849937439]},{'scores': [0.009771614335477352]}
{'scores': [0.15083231031894684]},{'scores': [0.24252530932426453]}
{'scores': [0.021702004596590996]},{'scores': [0.013289323076605797]}
{'scores': [0.08541683852672577]},{'scores': [0.08970636129379272]}
{'scores': [0.02341550774872303]},{'scores': [0.007510240189731121]}
{'scores': [0.00015549571253359318]},{'scores': [0.0003419860149733722]}
{'scores': [0.022236565127968788]},{'scores': [0.0008659710292704403]}
{'scores': [0.002394802635535598]},{'scores': [0.0033820581156760454]}
{'scores': [0.0029902178794145584]},{'scores': [0.011034277267754078]}
{'scores': [0.003875145921483636]},{'scores': [4.03028134314809e-05]}
{'scores': [6.952171247576189e-07]},{'scores': [2.1962617488546776e-11]}
{'scores': [0.005883215460926294]},{'scores': [0.0033207323867827654]}
{'scores': [0.03579934686422348]},{'scores': [0.006974794436246157]}
{'scores': [0.009547857567667961]},{'scores': [0.007078181486576796]}
{'scores': [0.00013595385826192796]},{'scores': [0.0361098051071167]}
{'scores': [0.05301353335380554]},{'scores': [0.02377934753894806]}
{'scores': [0.027199598029255867]},{'scores': [0.016469378024339676]}
{'scores': [0.009411265142261982]},{'scores': [0.006233825348317623]}
{'scores': [1.4736619050381705e-05]},{'scores': [0.00025691799237392843]}
{'scores': [1.9286059682599443e-07]},{'scores': [1.0046062016044743e-05]}
{'scores': [6.0724327340722084e-05]},{'scores': [0.00014540723350364715]}
{'scores': [0.0025906292721629143]},{'scores': [0.02595427632331848]}
{'scores': [5.817050805489998e-06]},{'scores': [2.42863388848491e-05]}
{'scores': [0.010410062968730927]},{'scores': [0.0068751671351492405]}
{'scores': [0.00295824883505702]},{'scores': [0.012109298259019852]}
{'scores': [0.04466969519853592]},{'scores': [0.09916578233242035]}
{'scores': [0.0014677320141345263]},{'scores': [0.01894099824130535]}
{'scores': [0.013372210785746574]},{'scores': [0.0029086691793054342]}
{'scores': [0.0025023799389600754]},{'scores': [0.001348478370346129]}
{'scores': [0.038746461272239685]},{'scores': [0.016318369656801224]}
{'scores': [2.8194952392368577e-05]},{'scores': [0.00010633898637024686]}
{'scores': [0.000260374799836427]},{'scores': [0.03469707816839218]}
{'scores': [0.03938215598464012]},{'scores': [0.29751598834991455]}
{'scores': [0.00021675493917427957]},{'scores': [0.14374782145023346]}
{'scores': [0.026158899068832397]},{'scores': [0.007425251416862011]}
{'scores': [0.0006049195071682334]},{'scores': [0.0008831140003167093]}
{'scores': [0.0003726693394128233]},{'scores': [0.00014298186579253525]}
{'scores': [0.00012384439469315112]},{'scores': [0.0004385505453683436]}
{'scores': [9.00026364547557e-08]},{'scores': [2.9057956128092366e-12]}
{'scores': [0.0015295416815206409]},{'scores': [0.004084041342139244]}
{'scores': [0.20987503230571747]},{'scores': [0.20715002715587616]}
{'scores': [4.095760596101172e-05]},{'scores': [4.676399476011284e-05]}
{'scores': [0.021975761279463768]},{'scores': [0.007631643675267696]}
{'scores': [0.007882373407483101]},{'scores': [0.004615650046616793]}
{'scores': [2.1283014575601555e-05]},{'scores': [0.00011595802789088339]}
{'scores': [0.0025695061776787043]},{'scores': [0.0042110104113817215]}
{'scores': [2.4501663574483246e-05]},{'scores': [0.0003051745879929513]}
{'scores': [0.00382929015904665]},{'scores': [0.005736732389777899]}
{'scores': [0.0002036882215179503]},{'scores': [0.00015440696734003723]}
{'scores': [5.305797458277084e-05]},{'scores': [9.020817515192903e-08]}
{'scores': [0.0014105786103755236]},{'scores': [3.712533725774847e-05]}
{'scores': [0.20710700750350952]},{'scores': [0.2326267957687378]}
{'scores': [0.00901088211685419]},{'scores': [0.0022692137863487005]}
